,iteration,epoch,training_size,reference_size,gen_size,src,aucroc
0,1,2000,10000,10000,1000,domias,0.505124175
0,1,2000,10000,10000,2000,ablated_eq1,0.505857355
0,1,2000,10000,10000,2000,ablated_eq2,0.503956125
0,1,2000,10000,10000,2000,LOGAN_D1,0.49864537
0,1,2000,10000,10000,2000,MC,0.505859665
0,1,2000,10000,10000,2000,gan_leaks,0.5069431
0,1,2000,10000,10000,2000,gan_leaks_cal,0.507118545
0,1,2000,10000,10000,2000,LOGAN_0,0.50180745
0,1,2000,10000,10000,2000,eq1,0.505857355
0,1,2000,10000,10000,2000,domias,0.503614005
0,2,2000,10000,10000,100,ablated_eq1,0.507021065
0,2,2000,10000,10000,100,ablated_eq2,0.506618555
0,2,2000,10000,10000,100,LOGAN_D1,0.4981132
0,2,2000,10000,10000,100,MC,0.504076345
0,2,2000,10000,10000,100,gan_leaks,0.5064316050000001
0,2,2000,10000,10000,100,gan_leaks_cal,0.50657492
0,2,2000,10000,10000,100,LOGAN_0,0.5054584550000001
0,2,2000,10000,10000,100,eq1,0.507021065
0,2,2000,10000,10000,100,domias,0.5062979249999999
0,2,2000,10000,10000,200,ablated_eq1,0.50801927
0,2,2000,10000,10000,200,ablated_eq2,0.5073458399999999
0,2,2000,10000,10000,200,LOGAN_D1,0.4991308
0,2,2000,10000,10000,200,MC,0.504084475
0,2,2000,10000,10000,200,gan_leaks,0.503412565
0,2,2000,10000,10000,200,gan_leaks_cal,0.501857165
0,2,2000,10000,10000,200,LOGAN_0,0.50010533
0,2,2000,10000,10000,200,eq1,0.50801927
0,2,2000,10000,10000,200,domias,0.50729701
0,2,2000,10000,10000,500,ablated_eq1,0.5054091249999999
0,2,2000,10000,10000,500,ablated_eq2,0.5026015349999999
0,2,2000,10000,10000,500,LOGAN_D1,0.49780467500000003
0,2,2000,10000,10000,500,MC,0.505060225
0,2,2000,10000,10000,500,gan_leaks,0.5052150300000001
0,2,2000,10000,10000,500,gan_leaks_cal,0.5052757649999999
0,2,2000,10000,10000,500,LOGAN_0,0.50892955
0,2,2000,10000,10000,500,eq1,0.5054091249999999
0,2,2000,10000,10000,500,domias,0.502941565
0,2,2000,10000,10000,1000,ablated_eq1,0.504168835
0,2,2000,10000,10000,1000,ablated_eq2,0.502647815
0,2,2000,10000,10000,1000,LOGAN_D1,0.49852386
0,2,2000,10000,10000,1000,MC,0.504909585
0,2,2000,10000,10000,1000,gan_leaks,0.504107
0,2,2000,10000,10000,1000,gan_leaks_cal,0.5034923149999999
0,2,2000,10000,10000,1000,LOGAN_0,0.50911029
0,2,2000,10000,10000,1000,eq1,0.504168835
0,2,2000,10000,10000,1000,domias,0.502420705
0,2,2000,10000,10000,2000,ablated_eq1,0.5072265300000001
0,2,2000,10000,10000,2000,ablated_eq2,0.50785011
0,2,2000,10000,10000,2000,LOGAN_D1,0.49848608
0,2,2000,10000,10000,2000,MC,0.505991055
0,2,2000,10000,10000,2000,gan_leaks,0.50716543
0,2,2000,10000,10000,2000,gan_leaks_cal,0.508176655
0,2,2000,10000,10000,2000,LOGAN_0,0.496841265
0,2,2000,10000,10000,2000,eq1,0.5072265300000001
0,2,2000,10000,10000,2000,domias,0.50653571
0,3,2000,10000,10000,100,ablated_eq1,0.506683615
0,3,2000,10000,10000,100,ablated_eq2,0.506040195
0,3,2000,10000,10000,100,LOGAN_D1,0.499278075
0,3,2000,10000,10000,100,MC,0.50402636
0,3,2000,10000,10000,100,gan_leaks,0.503658145
0,3,2000,10000,10000,100,gan_leaks_cal,0.501981275
0,3,2000,10000,10000,100,LOGAN_0,0.5012916700000001
0,3,2000,10000,10000,100,eq1,0.506683615
0,3,2000,10000,10000,100,domias,0.5058100349999999
0,3,2000,10000,10000,200,ablated_eq1,0.505158485
0,3,2000,10000,10000,200,ablated_eq2,0.504323535
0,3,2000,10000,10000,200,LOGAN_D1,0.49838951500000006
0,3,2000,10000,10000,200,MC,0.50439362
0,3,2000,10000,10000,200,gan_leaks,0.5058475899999999
0,3,2000,10000,10000,200,gan_leaks_cal,0.5050578050000001
0,3,2000,10000,10000,200,LOGAN_0,0.493993075
0,3,2000,10000,10000,200,eq1,0.505158485
0,3,2000,10000,10000,200,domias,0.503886305
0,3,2000,10000,10000,500,ablated_eq1,0.5062966250000001
0,3,2000,10000,10000,500,ablated_eq2,0.506841715
0,3,2000,10000,10000,500,LOGAN_D1,0.49737081499999997
0,3,2000,10000,10000,500,MC,0.503778245
0,3,2000,10000,10000,500,gan_leaks,0.50518437
0,3,2000,10000,10000,500,gan_leaks_cal,0.504259435
0,3,2000,10000,10000,500,LOGAN_0,0.49532902
0,3,2000,10000,10000,500,eq1,0.5062966250000001
0,3,2000,10000,10000,500,domias,0.505865515
0,3,2000,10000,10000,1000,ablated_eq1,0.504356955
0,3,2000,10000,10000,1000,ablated_eq2,0.501924925
0,3,2000,10000,10000,1000,LOGAN_D1,0.498276375
0,3,2000,10000,10000,1000,MC,0.50448986
0,3,2000,10000,10000,1000,gan_leaks,0.5055306900000001
0,3,2000,10000,10000,1000,gan_leaks_cal,0.5045789199999999
0,3,2000,10000,10000,1000,LOGAN_0,0.5011376249999999
0,3,2000,10000,10000,1000,eq1,0.504356955
0,3,2000,10000,10000,1000,domias,0.501331135
0,3,2000,10000,10000,2000,ablated_eq1,0.5049497299999999
0,3,2000,10000,10000,2000,ablated_eq2,0.50266521
0,3,2000,10000,10000,2000,LOGAN_D1,0.49735851
0,3,2000,10000,10000,2000,MC,0.50559416
0,3,2000,10000,10000,2000,gan_leaks,0.5070833
0,3,2000,10000,10000,2000,gan_leaks_cal,0.5085277450000001
0,3,2000,10000,10000,2000,LOGAN_0,0.499926535
0,3,2000,10000,10000,2000,eq1,0.5049497299999999
0,3,2000,10000,10000,2000,domias,0.50221669
0,4,2000,10000,10000,100,ablated_eq1,0.504325385
0,4,2000,10000,10000,100,ablated_eq2,0.5033528150000001
0,4,2000,10000,10000,100,LOGAN_D1,0.497220315
0,4,2000,10000,10000,100,MC,0.5034090499999999
0,4,2000,10000,10000,100,gan_leaks,0.504465445
0,4,2000,10000,10000,100,gan_leaks_cal,0.50340583
0,4,2000,10000,10000,100,LOGAN_0,0.512454765
0,4,2000,10000,10000,100,eq1,0.504325385
0,4,2000,10000,10000,100,domias,0.5031341549999999
0,4,2000,10000,10000,200,ablated_eq1,0.504392355
0,4,2000,10000,10000,200,ablated_eq2,0.502742365
0,4,2000,10000,10000,200,LOGAN_D1,0.49818942999999993
0,4,2000,10000,10000,200,MC,0.50477987
0,4,2000,10000,10000,200,gan_leaks,0.503757695
0,4,2000,10000,10000,200,gan_leaks_cal,0.503039145
0,4,2000,10000,10000,200,LOGAN_0,0.49887602000000003
0,4,2000,10000,10000,200,eq1,0.504392355
0,4,2000,10000,10000,200,domias,0.502898635
0,4,2000,10000,10000,500,ablated_eq1,0.504940035
0,4,2000,10000,10000,500,ablated_eq2,0.503833375
0,4,2000,10000,10000,500,LOGAN_D1,0.49805441500000003
0,4,2000,10000,10000,500,MC,0.505297315
0,4,2000,10000,10000,500,gan_leaks,0.50672715
0,4,2000,10000,10000,500,gan_leaks_cal,0.507066325
0,4,2000,10000,10000,500,LOGAN_0,0.497142125
0,4,2000,10000,10000,500,eq1,0.504940035
0,4,2000,10000,10000,500,domias,0.502960285
0,4,2000,10000,10000,1000,ablated_eq1,0.5037879949999999
0,4,2000,10000,10000,1000,ablated_eq2,0.502713215
0,4,2000,10000,10000,1000,LOGAN_D1,0.49748551500000004
0,4,2000,10000,10000,1000,MC,0.502931805
0,4,2000,10000,10000,1000,gan_leaks,0.50350008
0,4,2000,10000,10000,1000,gan_leaks_cal,0.502330935
0,4,2000,10000,10000,1000,LOGAN_0,0.503964195
0,4,2000,10000,10000,1000,eq1,0.5037879949999999
0,4,2000,10000,10000,1000,domias,0.501717615
0,4,2000,10000,10000,2000,ablated_eq1,0.5049386849999999
0,4,2000,10000,10000,2000,ablated_eq2,0.503928575
0,4,2000,10000,10000,2000,LOGAN_D1,0.49761425000000004
0,4,2000,10000,10000,2000,MC,0.50405066
0,4,2000,10000,10000,2000,gan_leaks,0.50609614
0,4,2000,10000,10000,2000,gan_leaks_cal,0.506627385
0,4,2000,10000,10000,2000,LOGAN_0,0.49920649500000003
0,4,2000,10000,10000,2000,eq1,0.5049386849999999
0,4,2000,10000,10000,2000,domias,0.502659725
0,5,2000,10000,10000,100,ablated_eq1,0.505315975
0,5,2000,10000,10000,100,ablated_eq2,0.504251175
0,5,2000,10000,10000,100,LOGAN_D1,0.49785107
0,5,2000,10000,10000,100,MC,0.5060308099999999
0,5,2000,10000,10000,100,gan_leaks,0.50600606
0,5,2000,10000,10000,100,gan_leaks_cal,0.505483315
0,5,2000,10000,10000,100,LOGAN_0,0.505333985
0,5,2000,10000,10000,100,eq1,0.505315975
0,5,2000,10000,10000,100,domias,0.503985165
0,5,2000,10000,10000,200,ablated_eq1,0.507434205
0,5,2000,10000,10000,200,ablated_eq2,0.507762245
0,5,2000,10000,10000,200,LOGAN_D1,0.5005076150000001
0,5,2000,10000,10000,200,MC,0.5051330350000001
0,5,2000,10000,10000,200,gan_leaks,0.5065923
0,5,2000,10000,10000,200,gan_leaks_cal,0.506707635
0,5,2000,10000,10000,200,LOGAN_0,0.49834223499999997
0,5,2000,10000,10000,200,eq1,0.507434205
0,5,2000,10000,10000,200,domias,0.507096745
0,5,2000,10000,10000,500,ablated_eq1,0.501996415
0,5,2000,10000,10000,500,ablated_eq2,0.5003056849999999
0,5,2000,10000,10000,500,LOGAN_D1,0.49839631
0,5,2000,10000,10000,500,MC,0.5051039150000001
0,5,2000,10000,10000,500,gan_leaks,0.50416755
0,5,2000,10000,10000,500,gan_leaks_cal,0.503024165
0,5,2000,10000,10000,500,LOGAN_0,0.499789245
0,5,2000,10000,10000,500,eq1,0.501996415
0,5,2000,10000,10000,500,domias,0.499738045
0,5,2000,10000,10000,1000,ablated_eq1,0.5059511800000001
0,5,2000,10000,10000,1000,ablated_eq2,0.50443923
0,5,2000,10000,10000,1000,LOGAN_D1,0.49809757
0,5,2000,10000,10000,1000,MC,0.50394375
0,5,2000,10000,10000,1000,gan_leaks,0.5047700700000001
0,5,2000,10000,10000,1000,gan_leaks_cal,0.503934425
0,5,2000,10000,10000,1000,LOGAN_0,0.504031195
0,5,2000,10000,10000,1000,eq1,0.5059511800000001
0,5,2000,10000,10000,1000,domias,0.50372459
0,5,2000,10000,10000,2000,ablated_eq1,0.5055668449999999
0,5,2000,10000,10000,2000,ablated_eq2,0.503931465
0,5,2000,10000,10000,2000,LOGAN_D1,0.49599894
0,5,2000,10000,10000,2000,MC,0.5037550500000001
0,5,2000,10000,10000,2000,gan_leaks,0.5058090500000001
0,5,2000,10000,10000,2000,gan_leaks_cal,0.50571017
0,5,2000,10000,10000,2000,LOGAN_0,0.5059511400000001
0,5,2000,10000,10000,2000,eq1,0.5055668449999999
0,5,2000,10000,10000,2000,domias,0.503532095
