,iteration,epoch,training_size,reference_size,gen_size,src,aucroc
0,2,2000,10000,3000,500,eq1,0.50043786
0,2,2000,10000,3000,500,domias,0.50413978
0,2,2000,10000,5000,500,ablated_eq1,0.50046011
0,2,2000,10000,5000,500,ablated_eq2,0.5033784499999999
0,2,2000,10000,5000,500,LOGAN_D1,0.5028493300000001
0,2,2000,10000,5000,500,MC,0.498965345
0,2,2000,10000,5000,500,gan_leaks,0.5000047750000001
0,2,2000,10000,5000,500,gan_leaks_cal,0.5015008649999999
0,2,2000,10000,5000,500,LOGAN_0,0.49791451000000003
0,2,2000,10000,5000,500,eq1,0.50046011
0,2,2000,10000,5000,500,domias,0.50302264
0,2,2000,10000,10000,500,ablated_eq1,0.500536435
0,2,2000,10000,10000,500,ablated_eq2,0.5030110250000001
0,2,2000,10000,10000,500,LOGAN_D1,0.50423661
0,2,2000,10000,10000,500,MC,0.49897147
0,2,2000,10000,10000,500,gan_leaks,0.499605685
0,2,2000,10000,10000,500,gan_leaks_cal,0.501379575
0,2,2000,10000,10000,500,LOGAN_0,0.50198878
0,2,2000,10000,10000,500,eq1,0.500536435
0,2,2000,10000,10000,500,domias,0.502936375
0,3,2000,10000,500,500,ablated_eq1,0.500984595
0,3,2000,10000,500,500,ablated_eq2,0.503035785
0,3,2000,10000,500,500,LOGAN_D1,0.5025788899999999
0,3,2000,10000,500,500,MC,0.49825923000000005
0,3,2000,10000,500,500,gan_leaks,0.49803068500000003
0,3,2000,10000,500,500,gan_leaks_cal,0.49748639
0,3,2000,10000,500,500,LOGAN_0,0.493278975
0,3,2000,10000,500,500,eq1,0.500984595
0,3,2000,10000,500,500,domias,0.502520825
0,3,2000,10000,3000,500,ablated_eq1,0.500314615
0,3,2000,10000,3000,500,ablated_eq2,0.503336245
0,3,2000,10000,3000,500,LOGAN_D1,0.50260862
0,3,2000,10000,3000,500,MC,0.49975747500000006
0,3,2000,10000,3000,500,gan_leaks,0.502227785
0,3,2000,10000,3000,500,gan_leaks_cal,0.503330335
0,3,2000,10000,3000,500,LOGAN_0,0.498907885
0,3,2000,10000,3000,500,eq1,0.500314615
0,3,2000,10000,3000,500,domias,0.503523245
0,3,2000,10000,5000,500,ablated_eq1,0.499734255
0,3,2000,10000,5000,500,ablated_eq2,0.502777515
0,3,2000,10000,5000,500,LOGAN_D1,0.50599355
0,3,2000,10000,5000,500,MC,0.49940871000000003
0,3,2000,10000,5000,500,gan_leaks,0.50028502
0,3,2000,10000,5000,500,gan_leaks_cal,0.501207415
0,3,2000,10000,5000,500,LOGAN_0,0.508480375
0,3,2000,10000,5000,500,eq1,0.499734255
0,3,2000,10000,5000,500,domias,0.502157365
0,3,2000,10000,10000,500,ablated_eq1,0.500914415
0,3,2000,10000,10000,500,ablated_eq2,0.5040949450000001
0,3,2000,10000,10000,500,LOGAN_D1,0.5032614150000001
0,3,2000,10000,10000,500,MC,0.49998185500000003
0,3,2000,10000,10000,500,gan_leaks,0.5011114350000001
0,3,2000,10000,10000,500,gan_leaks_cal,0.5044474750000001
0,3,2000,10000,10000,500,LOGAN_0,0.505295515
0,3,2000,10000,10000,500,eq1,0.500914415
0,3,2000,10000,10000,500,domias,0.503527775
0,4,2000,10000,500,500,ablated_eq1,0.49972301
0,4,2000,10000,500,500,ablated_eq2,0.50232104
0,4,2000,10000,500,500,LOGAN_D1,0.5030598049999999
0,4,2000,10000,500,500,MC,0.501259015
0,4,2000,10000,500,500,gan_leaks,0.498178075
0,4,2000,10000,500,500,gan_leaks_cal,0.500923235
0,4,2000,10000,500,500,LOGAN_0,0.5023865249999999
0,4,2000,10000,500,500,eq1,0.49972301
0,4,2000,10000,500,500,domias,0.5008337900000001
0,4,2000,10000,3000,500,ablated_eq1,0.5011035100000001
0,4,2000,10000,3000,500,ablated_eq2,0.504049805
0,4,2000,10000,3000,500,LOGAN_D1,0.50392079
0,4,2000,10000,3000,500,MC,0.50142347
0,4,2000,10000,3000,500,gan_leaks,0.500262215
0,4,2000,10000,3000,500,gan_leaks_cal,0.500709965
0,4,2000,10000,3000,500,LOGAN_0,0.49949808
0,4,2000,10000,3000,500,eq1,0.5011035100000001
0,4,2000,10000,3000,500,domias,0.5036271649999999
0,4,2000,10000,5000,500,ablated_eq1,0.499321915
0,4,2000,10000,5000,500,ablated_eq2,0.501805705
0,4,2000,10000,5000,500,LOGAN_D1,0.5041834199999999
0,4,2000,10000,5000,500,MC,0.502216915
0,4,2000,10000,5000,500,gan_leaks,0.5017569799999999
0,4,2000,10000,5000,500,gan_leaks_cal,0.502903615
0,4,2000,10000,5000,500,LOGAN_0,0.49911312
0,4,2000,10000,5000,500,eq1,0.499321915
0,4,2000,10000,5000,500,domias,0.501784075
0,4,2000,10000,10000,500,ablated_eq1,0.500946295
0,4,2000,10000,10000,500,ablated_eq2,0.504897385
0,4,2000,10000,10000,500,LOGAN_D1,0.50442431
0,4,2000,10000,10000,500,MC,0.501179985
0,4,2000,10000,10000,500,gan_leaks,0.501953945
0,4,2000,10000,10000,500,gan_leaks_cal,0.503285125
0,4,2000,10000,10000,500,LOGAN_0,0.49948099
0,4,2000,10000,10000,500,eq1,0.500946295
0,4,2000,10000,10000,500,domias,0.503871565
0,5,2000,10000,500,500,ablated_eq1,0.49982757499999997
0,5,2000,10000,500,500,ablated_eq2,0.502693705
0,5,2000,10000,500,500,LOGAN_D1,0.5051391599999999
0,5,2000,10000,500,500,MC,0.499532225
0,5,2000,10000,500,500,gan_leaks,0.499142985
0,5,2000,10000,500,500,gan_leaks_cal,0.5009235649999999
0,5,2000,10000,500,500,LOGAN_0,0.50520498
0,5,2000,10000,500,500,eq1,0.49982757499999997
0,5,2000,10000,500,500,domias,0.5017480249999999
0,5,2000,10000,3000,500,ablated_eq1,0.499236365
0,5,2000,10000,3000,500,ablated_eq2,0.501323795
0,5,2000,10000,3000,500,LOGAN_D1,0.5029243299999999
0,5,2000,10000,3000,500,MC,0.497038635
0,5,2000,10000,3000,500,gan_leaks,0.4982321800000001
0,5,2000,10000,3000,500,gan_leaks_cal,0.500110705
0,5,2000,10000,3000,500,LOGAN_0,0.50506019
0,5,2000,10000,3000,500,eq1,0.499236365
0,5,2000,10000,3000,500,domias,0.501137635
0,5,2000,10000,5000,500,ablated_eq1,0.499480835
0,5,2000,10000,5000,500,ablated_eq2,0.5032038050000001
0,5,2000,10000,5000,500,LOGAN_D1,0.504885845
0,5,2000,10000,5000,500,MC,0.500269525
0,5,2000,10000,5000,500,gan_leaks,0.5003887650000001
0,5,2000,10000,5000,500,gan_leaks_cal,0.501249505
0,5,2000,10000,5000,500,LOGAN_0,0.5037840699999999
0,5,2000,10000,5000,500,eq1,0.499480835
0,5,2000,10000,5000,500,domias,0.502428965
0,5,2000,10000,10000,500,ablated_eq1,0.500631225
0,5,2000,10000,10000,500,ablated_eq2,0.503381155
0,5,2000,10000,10000,500,LOGAN_D1,0.5030886750000001
0,5,2000,10000,10000,500,MC,0.499379665
0,5,2000,10000,10000,500,gan_leaks,0.500703075
0,5,2000,10000,10000,500,gan_leaks_cal,0.501506625
0,5,2000,10000,10000,500,LOGAN_0,0.503180855
0,5,2000,10000,10000,500,eq1,0.500631225
0,5,2000,10000,10000,500,domias,0.503157625
