,iteration,epoch,training_size,reference_size,gen_size,src,aucroc
0,4,3000,10000,10000,500,MC,0.492856105
0,4,3000,10000,10000,500,gan_leaks,0.49677621
0,4,3000,10000,10000,500,gan_leaks_cal,0.49706604
0,4,3000,10000,10000,500,LOGAN_0,0.49371409999999993
0,4,3000,10000,10000,500,eq1,0.49579679
0,4,3000,10000,10000,500,domias,0.49822368
0,4,5000,10000,10000,500,ablated_eq1,0.49477145499999997
0,4,5000,10000,10000,500,ablated_eq2,0.495164375
0,4,5000,10000,10000,500,LOGAN_D1,0.50537341
0,4,5000,10000,10000,500,MC,0.492532635
0,4,5000,10000,10000,500,gan_leaks,0.49661566
0,4,5000,10000,10000,500,gan_leaks_cal,0.49720104499999995
0,4,5000,10000,10000,500,LOGAN_0,0.49494303500000003
0,4,5000,10000,10000,500,eq1,0.49477145499999997
0,4,5000,10000,10000,500,domias,0.496105345
0,5,100,10000,10000,500,ablated_eq1,0.49533954999999996
0,5,100,10000,10000,500,ablated_eq2,0.49615068
0,5,100,10000,10000,500,LOGAN_D1,0.50367645
0,5,100,10000,10000,500,MC,0.49434398
0,5,100,10000,10000,500,gan_leaks,0.49487025999999995
0,5,100,10000,10000,500,gan_leaks_cal,0.49490376
0,5,100,10000,10000,500,LOGAN_0,0.5005442950000001
0,5,100,10000,10000,500,eq1,0.49533954999999996
0,5,100,10000,10000,500,domias,0.49635730999999994
0,5,500,10000,10000,500,ablated_eq1,0.49360621000000005
0,5,500,10000,10000,500,ablated_eq2,0.49405024000000003
0,5,500,10000,10000,500,LOGAN_D1,0.499630425
0,5,500,10000,10000,500,MC,0.492861955
0,5,500,10000,10000,500,gan_leaks,0.49519811999999996
0,5,500,10000,10000,500,gan_leaks_cal,0.495505815
0,5,500,10000,10000,500,LOGAN_0,0.49994399
0,5,500,10000,10000,500,eq1,0.49360621000000005
0,5,500,10000,10000,500,domias,0.49479586999999997
0,5,1000,10000,10000,500,ablated_eq1,0.49749216
0,5,1000,10000,10000,500,ablated_eq2,0.50032445
0,5,1000,10000,10000,500,LOGAN_D1,0.500214395
0,5,1000,10000,10000,500,MC,0.495468625
0,5,1000,10000,10000,500,gan_leaks,0.49939074
0,5,1000,10000,10000,500,gan_leaks_cal,0.50132796
0,5,1000,10000,10000,500,LOGAN_0,0.5024956300000001
0,5,1000,10000,10000,500,eq1,0.49749216
0,5,1000,10000,10000,500,domias,0.50084198
0,5,2000,10000,10000,500,ablated_eq1,0.493106155
0,5,2000,10000,10000,500,ablated_eq2,0.493472425
0,5,2000,10000,10000,500,LOGAN_D1,0.50252943
0,5,2000,10000,10000,500,MC,0.49231464500000005
0,5,2000,10000,10000,500,gan_leaks,0.49503095
0,5,2000,10000,10000,500,gan_leaks_cal,0.49429274500000003
0,5,2000,10000,10000,500,LOGAN_0,0.496975145
0,5,2000,10000,10000,500,eq1,0.493106155
0,5,2000,10000,10000,500,domias,0.494950065
0,5,3000,10000,10000,500,ablated_eq1,0.49516746
0,5,3000,10000,10000,500,ablated_eq2,0.49716396000000007
0,5,3000,10000,10000,500,LOGAN_D1,0.50358536
0,5,3000,10000,10000,500,MC,0.49151486499999997
0,5,3000,10000,10000,500,gan_leaks,0.49540734
0,5,3000,10000,10000,500,gan_leaks_cal,0.49406217
0,5,3000,10000,10000,500,LOGAN_0,0.50121868
0,5,3000,10000,10000,500,eq1,0.49516746
0,5,3000,10000,10000,500,domias,0.49793897000000004
0,5,5000,10000,10000,500,ablated_eq1,0.49474401
0,5,5000,10000,10000,500,ablated_eq2,0.49525532000000005
0,5,5000,10000,10000,500,LOGAN_D1,0.49982445
0,5,5000,10000,10000,500,MC,0.4925358
0,5,5000,10000,10000,500,gan_leaks,0.49550405
0,5,5000,10000,10000,500,gan_leaks_cal,0.49559542999999995
0,5,5000,10000,10000,500,LOGAN_0,0.5088008399999999
0,5,5000,10000,10000,500,eq1,0.49474401
0,5,5000,10000,10000,500,domias,0.49676047
